CREDIT	DEBIT	CHTRANSFERID	CREATEDDATE
0.02	70.175	1478793546	30-Dec-25
10.12	0.05	1478793547	30-Dec-25
0	1	1478793548	30-Dec-25
0.02	50.2	1478793550	30-Dec-25
2000	0	1478793551	30-Dec-25
0	0.3	1478793552	30-Dec-25
30.17	0.075	1478793554	30-Dec-25
0	1.4	1478793556	30-Dec-25
5	0	1478793559	30-Dec-25
0.02	1.6	1478793560	30-Dec-25
1.07	0.025	1478793562	30-Dec-25
20.145	0.0625	1478793563	30-Dec-25
35	0	1478793564	30-Dec-25
0	1.5	1478793565	30-Dec-25
150	0	1478793567	30-Dec-25
0	360	1478793570	30-Dec-25
0	0.25	1478793573	30-Dec-25
7.42	0.05	1478793578	30-Dec-25
0	350	1478793579	30-Dec-25
0	1	1478793580	30-Dec-25
1.55	0	1478793581	30-Dec-25
0	0.6	1478793587	30-Dec-25
0.02	3.1	1478793588	30-Dec-25
0	10	1478793592	30-Dec-25
200	0	1478793593	30-Dec-25
0	161.26	1478793595	30-Dec-25
0	49.5	1478793596	30-Dec-25
0	1	1478793599	30-Dec-25
18.145	0.0625	1478793601	30-Dec-25
1	0	1478793602	30-Dec-25
0	6	1478793603	30-Dec-25
0	0.1	1478793604	30-Dec-25
0	21	1478793609	30-Dec-25
0.15	0	1478793611	30-Dec-25
0	100	1478793612	30-Dec-25
0.5	0	1478793615	30-Dec-25
0	5	1478793616	30-Dec-25
2.5	0	1478793617	30-Dec-25
0.5	0	1478793619	30-Dec-25
0.2	0	1478793624	30-Dec-25
100.27	0.125	1478793626	30-Dec-25
0	0.5	1478793627	30-Dec-25
0	0.5	1478793628	30-Dec-25
0	100	1478793630	30-Dec-25
3	0	1478793631	30-Dec-25
0.02	100.25	1478793633	30-Dec-25
0	0.8	1478793635	30-Dec-25
0	1000	1478793636	30-Dec-25
600	0	1478793638	30-Dec-25
0	10	1478793639	30-Dec-25
0	1	1478793641	30-Dec-25
2	0	1478793642	30-Dec-25
0	2	1478793646	30-Dec-25
5.6	0	1478793647	30-Dec-25
0	200	1478793648	30-Dec-25
0	200	1478793649	30-Dec-25
0	6.5	1478793651	30-Dec-25
0	4	1478793652	30-Dec-25
0	2.7	1478793653	30-Dec-25
0	12	1478793656	30-Dec-25
8	0	1478793657	30-Dec-25
9	0	1478793658	30-Dec-25
10.12	0.05	1478793660	30-Dec-25
9.12	0.05	1478793663	30-Dec-25
0	0.25	1478793664	30-Dec-25
0.25	0	1478793665	30-Dec-25
0	0.3	1478793666	30-Dec-25
0.02	10.1	1478793670	30-Dec-25
0	0.5	1478793674	30-Dec-25
0	5	1478793676	30-Dec-25
15.145	0.0625	1478793677	30-Dec-25
0	1	1478793680	30-Dec-25
0.5	0	1478793681	30-Dec-25
1.5	0	1478793683	30-Dec-25
0	1	1478793684	30-Dec-25
0	500	1478793685	30-Dec-25
0.72	0.025	1478793689	30-Dec-25
0	26	1478793691	30-Dec-25
0	5	1478793693	30-Dec-25
11.945	0.0625	1478793694	30-Dec-25
0	0.2	1478793695	30-Dec-25
1.4	0	1478793697	30-Dec-25
0.02	2.6	1478793698	30-Dec-25
1	0	1478793703	30-Dec-25
0	1	1478793704	30-Dec-25
0.02	1296	1478793710	30-Dec-25
0	1.6	1478793711	30-Dec-25
0	0.3	1478793712	30-Dec-25
0	2	1478793714	30-Dec-25
0.6	0	1478793715	30-Dec-25
0	0.4	1478793716	30-Dec-25
0	0.2	1478793719	30-Dec-25
1.5	0	1478793720	30-Dec-25
0	5.5	1478793721	30-Dec-25
0	0.7	1478793725	30-Dec-25
1	0	1478793726	30-Dec-25
0	25	1478793728	30-Dec-25
0.5	0	1478793730	30-Dec-25
0.47	0.025	1478793731	30-Dec-25
0	1.5	1478793736	30-Dec-25
0	2.2	1478793737	30-Dec-25
0	1.5	1478793738	30-Dec-25
100.27	0.125	1478793739	30-Dec-25
0.02	0.35	1478793740	30-Dec-25
0.95	0	1478793743	30-Dec-25
0	50.5	1478793744	30-Dec-25
0	0.3	1478793745	30-Dec-25
0	50	1478793746	30-Dec-25
0	0.5	1478793750	30-Dec-25
0	4	1478793752	30-Dec-25
2	0	1478793753	30-Dec-25
50.22	0.1	1478793755	30-Dec-25
0.12	0	1478793757	30-Dec-25
0	5	1478793759	30-Dec-25
0	200	1478793760	30-Dec-25
128.404	0.192	1478793761	30-Dec-25
0	1.5	1478793766	30-Dec-25
0	10	1478793767	30-Dec-25
0	20	1478793768	30-Dec-25
0.02	2.1	1478793769	30-Dec-25
0	0.3	1478793770	30-Dec-25
0	0.5	1478793771	30-Dec-25
0	10	1478793774	30-Dec-25
0	2	1478793775	30-Dec-25
101	0.5	1478793777	30-Dec-25
0	0.5	1478793778	30-Dec-25
0	0.3	1478793780	30-Dec-25
0	2	1478793781	30-Dec-25
0	25.27	1478793784	30-Dec-25
7.12	0.05	1478793785	30-Dec-25
0	0.2	1478793788	30-Dec-25
0	0.8	1478793789	30-Dec-25
0	0.3	1478793791	30-Dec-25
0	301.08	1478793792	30-Dec-25
19.145	0.0625	1478793793	30-Dec-25
0	0.3	1478793797	30-Dec-25
0.25	0	1478793800	30-Dec-25
25.17	0.075	1478793802	30-Dec-25
0	100.36	1478793804	30-Dec-25
0.1	0	1478793805	30-Dec-25
40.22	0.1	1478793807	30-Dec-25
3	0	1478793809	30-Dec-25
0.5	0	1478793811	30-Dec-25
0	20	1478793813	30-Dec-25
0	0.3	1478793814	30-Dec-25
0	1.5	1478793818	30-Dec-25
0	200	1478793820	30-Dec-25
0.28	0	1478793821	30-Dec-25
3.62	0.05	1478793822	30-Dec-25
0	0.3	1478793823	30-Dec-25
0.02	100.25	1478793824	30-Dec-25
0.02	2.6	1478793832	30-Dec-25
0	0.3	1478793833	30-Dec-25
0	101	1478793836	30-Dec-25
0	0.6	1478793837	30-Dec-25
0	0.1	1478793838	30-Dec-25
0.27	0	1478793839	30-Dec-25
1	0	1478793840	30-Dec-25
0	0.12	1478793844	30-Dec-25
0	20.072	1478793845	30-Dec-25
0.5	0	1478793847	30-Dec-25
0.02	50.2	1478793848	30-Dec-25
1	0	1478793849	30-Dec-25
0.45	0	1478793850	30-Dec-25
0	0.35	1478793851	30-Dec-25
0	200	1478793852	30-Dec-25
0	151.08	1478793853	30-Dec-25
35.22	0.1	1478793854	30-Dec-25
0.97	0.025	1478793857	30-Dec-25
0.87	0.025	1478793858	30-Dec-25
0	4	1478793863	30-Dec-25
8.8	0	1478793864	30-Dec-25
3.12	0.05	1478793865	30-Dec-25
30	0	1478793867	30-Dec-25
0	0.4	1478793870	30-Dec-25
0.2	0	1478793872	30-Dec-25
0	10	1478793873	30-Dec-25
0	7	1478793877	30-Dec-25
0.12	0	1478793878	30-Dec-25
0.02	10.1	1478793880	30-Dec-25
2	0	1478793881	30-Dec-25
0	50	1478793882	30-Dec-25
0	150	1478793885	30-Dec-25
0	100.51	1478793886	30-Dec-25
2.02	0.05	1478793888	30-Dec-25
0	0.3	1478793889	30-Dec-25
0	0.3	1478793890	30-Dec-25
0.25	0	1478793892	30-Dec-25
2.12	0.05	1478793893	30-Dec-25
0	50.18	1478793894	30-Dec-25
0	0.25	1478793896	30-Dec-25
0	0.25	1478793898	30-Dec-25
20	0	1478793899	30-Dec-25
20.145	0.0625	1478793902	30-Dec-25
0	0.2	1478793904	30-Dec-25
150	0	1478793906	30-Dec-25
0.2	0	1478793907	30-Dec-25
0.25	0	1478793910	30-Dec-25
2.12	0.05	1478793913	30-Dec-25
0	0.8	1478793915	30-Dec-25
0	0.5	1478793916	30-Dec-25
0	0.5	1478793918	30-Dec-25
0.2	0	1478793919	30-Dec-25
0	1	1478793921	30-Dec-25
0	50.36	1478793922	30-Dec-25
0.5	0	1478793923	30-Dec-25
0	1.5	1478793925	30-Dec-25
5	0	1478793934	30-Dec-25
0	2	1478793935	30-Dec-25
400.82	0.4	1478793937	30-Dec-25
0	100	1478793938	30-Dec-25
0	1	1478793941	30-Dec-25
0	0.5	1478793945	30-Dec-25
1.5	0	1478793951	30-Dec-25
0	202	1478793953	30-Dec-25
0	0.25	1478793955	30-Dec-25
0	1.2	1478793956	30-Dec-25
3.7	0	1478793959	30-Dec-25
1	0	1478793963	30-Dec-25
0	99.99	1478793964	30-Dec-25
2.4	0	1478793967	30-Dec-25
0	4	1478793968	30-Dec-25
0.5	0	1478793969	30-Dec-25
0	585	1478793972	30-Dec-25
0.9	0	1478793975	30-Dec-25
0	1.5	1478793976	30-Dec-25
0	0.3	1478793980	30-Dec-25
1	0	1478793982	30-Dec-25
0.25	0	1478793983	30-Dec-25
0	0.25	1478793986	30-Dec-25
0	0.6	1478793987	30-Dec-25
3.72	0.05	1478793988	30-Dec-25
0	1	1478793989	30-Dec-25
0	4.7	1478793990	30-Dec-25
0.25	0	1478793992	30-Dec-25
0	100.9	1478793993	30-Dec-25
0.5	0	1478793994	30-Dec-25
0	14.5	1478793995	30-Dec-25
0	0.2	1478793996	30-Dec-25
0	1	1478793998	30-Dec-25
0.5	0	1478793999	30-Dec-25
0.25	0	1478794001	30-Dec-25
0	1	1478794002	30-Dec-25
0	0.6	1478794005	30-Dec-25
0	260	1478794006	30-Dec-25
0	0.1	1478794008	30-Dec-25
2	0	1478794009	30-Dec-25
0	10.072	1478794018	30-Dec-25
5.12	0.05	1478794019	30-Dec-25
0	0.6	1478794020	30-Dec-25
0	0.4	1478794025	30-Dec-25
0	52.2	1478794026	30-Dec-25
0	1	1478794028	30-Dec-25
0	0.6	1478794033	30-Dec-25
0	0.5	1478794035	30-Dec-25
0	7	1478794043	30-Dec-25
0	8	1478794045	30-Dec-25
0.02	17.125	1478794046	30-Dec-25
0	37	1478794047	30-Dec-25
0.3	0	1478794048	30-Dec-25
1.5	0	1478794049	30-Dec-25
0	100	1478794051	30-Dec-25
0	230	1478794053	30-Dec-25
6	0	1478794054	30-Dec-25
10	0	1478794055	30-Dec-25
0.3	0	1478794059	30-Dec-25
300	0	1478794061	30-Dec-25
0	20	1478794062	30-Dec-25
0	0.5	1478794065	30-Dec-25
0	50	1478794070	30-Dec-25
0	1	1478794074	30-Dec-25
0	550	1478794078	30-Dec-25
0	100.36	1478794079	30-Dec-25
0	1	1478794082	30-Dec-25
0	20	1478794085	30-Dec-25
0.2	0	1478794086	30-Dec-25
0.1	0	1478794091	30-Dec-25
0.7	0.025	1478794094	30-Dec-25
0.02	25.0625	1478794095	30-Dec-25
0	200	1478794096	30-Dec-25
120.26	0.12	1478794097	30-Dec-25
0.6	0	1478794098	30-Dec-25
0.12	0	1478794101	30-Dec-25
2	0	1478794105	30-Dec-25
0	250.9	1478794109	30-Dec-25
0	40.432	1478794110	30-Dec-25
2.12	0.05	1478794111	30-Dec-25
0	300	1478794112	30-Dec-25
0	40	1478794116	30-Dec-25
0.4	0	1478794117	30-Dec-25
0.5	0	1478794126	30-Dec-25
1.07	0.025	1478794131	30-Dec-25
0	100	1478794133	30-Dec-25
0	0.8	1478794135	30-Dec-25
0	0.3	1478794139	30-Dec-25
0	6	1478794142	30-Dec-25
1	0	1478794146	30-Dec-25
1.07	0.025	1478794148	30-Dec-25
0	0.3	1478794157	30-Dec-25
0	0.5	1478794159	30-Dec-25
0.3	0	1478794160	30-Dec-25
5.02	0.05	1478794161	30-Dec-25
2	0	1478794164	30-Dec-25
0	22.74	1478794167	30-Dec-25
0.02	20.125	1478794171	30-Dec-25
0.3	0	1478794172	30-Dec-25
0	10.036	1478794173	30-Dec-25
2	0	1478794178	30-Dec-25
0	0.5	1478794180	30-Dec-25
4	0	1478794181	30-Dec-25
0.3	0	1478794185	30-Dec-25
0	1.5	1478794186	30-Dec-25
0	50.54	1478794192	30-Dec-25
1.4	0	1478794193	30-Dec-25
0.13	0	1478794194	30-Dec-25
0	30	1478794201	30-Dec-25
0	10	1478794203	30-Dec-25
18.074	0.027	1478794207	30-Dec-25
7	0	1478794209	30-Dec-25
0.1	0	1478794210	30-Dec-25
0.57	0.025	1478794211	30-Dec-25
0	0.5	1478794213	30-Dec-25
16	0	1478794215	30-Dec-25
0	50.54	1478794220	30-Dec-25
70	0	1478794223	30-Dec-25
0	10.036	1478794225	30-Dec-25
20.145	0.0625	1478794226	30-Dec-25
0	1	1478794228	30-Dec-25
5	0	1478794229	30-Dec-25
0	132.08	1478794231	30-Dec-25
0	5	1478794234	30-Dec-25
0.25	0	1478794236	30-Dec-25
11	0	1478794240	30-Dec-25
0	0.3	1478794245	30-Dec-25
0.25	0	1478794246	30-Dec-25
10000	0	1478794251	30-Dec-25
2	0	1478794254	30-Dec-25
0	2.75	1478794255	30-Dec-25
0.1	0	1478794261	30-Dec-25
0.15	0	1478794269	30-Dec-25
0.5	0	1478794271	30-Dec-25
0	431.548	1478794274	30-Dec-25
0	0.5	1478794275	30-Dec-25
0	10	1478794277	30-Dec-25
0	1	1478794278	30-Dec-25
45.22	0.1	1478794281	30-Dec-25
0	0.06	1478794283	30-Dec-25
0.02	10.1	1478794285	30-Dec-25
0.02	5.05	1478794288	30-Dec-25
0.02	10.1	1478794289	30-Dec-25
0	10	1478794291	30-Dec-25
221	0	1478794293	30-Dec-25
14	0	1478794294	30-Dec-25
39.22	0.1	1478794295	30-Dec-25
73.27	0.125	1478794296	30-Dec-25
0	2	1478794301	30-Dec-25
0	12	1478794302	30-Dec-25
0	0.5	1478794305	30-Dec-25
0	0.015	1478794307	30-Dec-25
5.12	0.05	1478794308	30-Dec-25
0	1	1478794311	30-Dec-25
0	0.5	1478794312	30-Dec-25
0	20.072	1478794316	30-Dec-25
0	1.2	1478794317	30-Dec-25
10.32	0.15	1478794319	30-Dec-25
0	0.3	1478794320	30-Dec-25
42.55	0	1478794326	30-Dec-25
11.8	0	1478794327	30-Dec-25
5.12	0.05	1478794328	30-Dec-25
0	150	1478794329	30-Dec-25
0	0.5	1478794330	30-Dec-25
40.22	0.1	1478794331	30-Dec-25
0	100.54	1478794332	30-Dec-25
0	2.2	1478794338	30-Dec-25
0.5	0	1478794343	30-Dec-25
4	0	1478794345	30-Dec-25
0	776	1478794346	30-Dec-25
60	0	1478794350	30-Dec-25
0	10	1478794351	30-Dec-25
33.22	0.1	1478794353	30-Dec-25
0	0.5	1478794354	30-Dec-25
0	0.5	1478794357	30-Dec-25
2.12	0.05	1478794360	30-Dec-25
100	0	1478794363	30-Dec-25
0.75	0	1478794368	30-Dec-25
0	25.18	1478794375	30-Dec-25
0	0.3	1478794379	30-Dec-25
0	73	1478794385	30-Dec-25
0	8	1478794386	30-Dec-25
1.5	0	1478794387	30-Dec-25
0	0.3	1478794389	30-Dec-25
0	30	1478794391	30-Dec-25
1.07	0.025	1478794395	30-Dec-25
0.4	0	1478794396	30-Dec-25
0	50.36	1478794398	30-Dec-25
0	2	1478794402	30-Dec-25
1	0	1478794405	30-Dec-25
50.22	0.1	1478794407	30-Dec-25
0	50.18	1478794408	30-Dec-25
11.8	0	1478794410	30-Dec-25
0.67	0.025	1478794414	30-Dec-25
2.12	0.05	1478794415	30-Dec-25
1	0	1478794416	30-Dec-25
0	5	1478794417	30-Dec-25
0.25	0	1478794421	30-Dec-25
0	4	1478794424	30-Dec-25
0	50.27	1478794425	30-Dec-25
0	0.5	1478794428	30-Dec-25
0	8	1478794433	30-Dec-25
10.12	0.05	1478794437	30-Dec-25
0	200	1478794441	30-Dec-25
0.25	0	1478794442	30-Dec-25
0	40	1478794446	30-Dec-25
0	0.2	1478794447	30-Dec-25
0	155	1478794448	30-Dec-25
18.015	0.0625	1478794449	30-Dec-25
0	3.5	1478794450	30-Dec-25
0	30	1478794451	30-Dec-25
0	20.072	1478794452	30-Dec-25
0	3	1478794453	30-Dec-25
26	0	1478794455	30-Dec-25
0	0.3	1478794456	30-Dec-25
0	1001.8	1478794457	30-Dec-25
0.02	75.7088	1478794458	30-Dec-25
0.02	200.5	1478794459	30-Dec-25
0.2	0	1478794463	30-Dec-25
0	0.5	1478794464	30-Dec-25
0.02	67.1675	1478794466	30-Dec-25
34	0	1478794467	30-Dec-25
100	0	1478794468	30-Dec-25
1	0	1478794472	30-Dec-25
0	5	1478794474	30-Dec-25
0	1001.8	1478794475	30-Dec-25
0	10.036	1478794479	30-Dec-25
0.02	150.375	1478794480	30-Dec-25
1	0	1478794481	30-Dec-25
0	1.35	1478794482	30-Dec-25
0	0.3	1478794483	30-Dec-25
3.12	0.05	1478794484	30-Dec-25
30	0	1478794486	30-Dec-25
0	5	1478794488	30-Dec-25
0	56	1478794491	30-Dec-25
0	15	1478794492	30-Dec-25
0.9	0	1478794495	30-Dec-25
0.12	0	1478794496	30-Dec-25
0.5	0	1478794498	30-Dec-25
0	1003.6	1478794500	30-Dec-25
0.6	0	1478794501	30-Dec-25
10.12	0.05	1478794503	30-Dec-25
50.22	0.1	1478794505	30-Dec-25
0	0.5	1478794507	30-Dec-25
0	1.7	1478794509	30-Dec-25
15	0	1478794510	30-Dec-25
0.5	0	1478794511	30-Dec-25
0	0.75	1478794513	30-Dec-25
0	350.01	1478794515	30-Dec-25
0.02	1.05	1478794519	30-Dec-25
0	3	1478794520	30-Dec-25
0	7	1478794528	30-Dec-25
1	0	1478794529	30-Dec-25
0	100.18	1478794532	30-Dec-25
8.12	0.05	1478794533	30-Dec-25
0.25	0	1478794537	30-Dec-25
0.02	10.1	1478794538	30-Dec-25
0	0.4	1478794540	30-Dec-25
0	0.12	1478794543	30-Dec-25
0	1	1478794545	30-Dec-25
0	250	1478794552	30-Dec-25
0	7	1478794554	30-Dec-25
0.5	0	1478794555	30-Dec-25
0	1000	1478794556	30-Dec-25
4.12	0.05	1478794559	30-Dec-25
0.19	0	1478794562	30-Dec-25
10.12	0.05	1478794563	30-Dec-25
0.1	0	1478794564	30-Dec-25
0.25	0	1478794565	30-Dec-25
0	5	1478794567	30-Dec-25
0.5	0	1478794568	30-Dec-25
0	0.3	1478794571	30-Dec-25
0.37	0.025	1478794575	30-Dec-25
5	0	1478794576	30-Dec-25
0	101.08	1478794577	30-Dec-25
0	50.54	1478794578	30-Dec-25
0	50.54	1478794579	30-Dec-25
0	4	1478794583	30-Dec-25
1.5	0	1478794584	30-Dec-25
3.5	0	1478794588	30-Dec-25
0	150.54	1478794591	30-Dec-25
0.15	0	1478794592	30-Dec-25
0	6	1478794593	30-Dec-25
0	1.5	1478794595	30-Dec-25
19	0	1478794596	30-Dec-25
40.9	0.45	1478794599	30-Dec-25
0	18	1478794604	30-Dec-25
0	1	1478794605	30-Dec-25
0.5	0	1478794608	30-Dec-25
0	0.25	1478794612	30-Dec-25
0	10	1478794614	30-Dec-25
0.02	35.0875	1478794615	30-Dec-25
0.5	0	1478794616	30-Dec-25
0	54	1478794619	30-Dec-25
0.5	0	1478794620	30-Dec-25
0.6	0	1478794622	30-Dec-25
0	96	1478794623	30-Dec-25
0	12	1478794632	30-Dec-25
0	0.1	1478794634	30-Dec-25
0	20	1478794635	30-Dec-25
0	100.18	1478794643	30-Dec-25
0	100	1478794645	30-Dec-25
0	48	1478794646	30-Dec-25
10	0	1478794648	30-Dec-25
0	101.08	1478794650	30-Dec-25
0.5	0	1478794652	30-Dec-25
19	0	1478794653	30-Dec-25
0	1	1478794654	30-Dec-25
0	50.5	1478794656	30-Dec-25
0	0.2	1478794657	30-Dec-25
0	260	1478794659	30-Dec-25
0	2	1478794662	30-Dec-25
0.02	48.95	1478794663	30-Dec-25
0.7	0	1478794665	30-Dec-25
3.12	0.05	1478794666	30-Dec-25
0	1	1478794670	30-Dec-25
14	0	1478794674	30-Dec-25
0.7	0	1478794676	30-Dec-25
0	10	1478794677	30-Dec-25
0	2.5	1478794678	30-Dec-25
0	0.5	1478794683	30-Dec-25
0	3	1478794684	30-Dec-25
0.7	0	1478794686	30-Dec-25
0.02	57.1425	1478794687	30-Dec-25
0	10	1478794688	30-Dec-25
20	0	1478794690	30-Dec-25
150	0	1478794691	30-Dec-25
5	0	1478794692	30-Dec-25
0	2.96	1478794693	30-Dec-25
0	6	1478794694	30-Dec-25
1.07	0.025	1478794696	30-Dec-25
0	0.12	1478794699	30-Dec-25
0.5	0	1478794701	30-Dec-25
1.07	0.025	1478794704	30-Dec-25
0.11	0	1478794706	30-Dec-25
0.02	202	1478794707	30-Dec-25
0	27	1478794708	30-Dec-25
0	0.5	1478794711	30-Dec-25
0.71	0	1478794712	30-Dec-25
0	30.108	1478794714	30-Dec-25
0	10	1478794716	30-Dec-25
0.02	50.125	1478794719	30-Dec-25
0	0.3	1478794729	30-Dec-25
0	50	1478794734	30-Dec-25
0.3	0	1478794736	30-Dec-25
1	0	1478794739	30-Dec-25
0.2	0	1478794742	30-Dec-25
0	20.072	1478794743	30-Dec-25
0	3	1478794745	30-Dec-25
0	1.5	1478794746	30-Dec-25
0.5	0	1478794748	30-Dec-25
0	10	1478794749	30-Dec-25
0	302.6126	1478794752	30-Dec-25
0	20.072	1478794753	30-Dec-25
0	10	1478794755	30-Dec-25
0	550.0054	1478794758	30-Dec-25
0.25	0	1478794759	30-Dec-25
0	10	1478794761	30-Dec-25
0	59.4224	1478794763	30-Dec-25
0	100.72	1478794764	30-Dec-25
0	151.08	1478794765	30-Dec-25
15	0	1478794767	30-Dec-25
0	96	1478794770	30-Dec-25
13	0	1478794771	30-Dec-25
0.5	0	1478794772	30-Dec-25
1	0	1478794773	30-Dec-25
0	83	1478794774	30-Dec-25
0	1	1478794776	30-Dec-25
20	0	1478794782	30-Dec-25
0	1	1478794783	30-Dec-25
0	1	1478794786	30-Dec-25
50	0	1478794787	30-Dec-25
1.25	0	1478794788	30-Dec-25
0	10	1478794790	30-Dec-25
0	50.18	1478794794	30-Dec-25
0.3	0	1478794795	30-Dec-25
0.3	0	1478794799	30-Dec-25
0	25	1478794800	30-Dec-25
0.02	15.125	1478794803	30-Dec-25
0	6	1478794805	30-Dec-25
10	0	1478794807	30-Dec-25
0.5	0	1478794808	30-Dec-25
21.17	0.075	1478794809	30-Dec-25
2	0	1478794811	30-Dec-25
0	100	1478794813	30-Dec-25
0.02	24.06	1478794817	30-Dec-25
0	1	1478794819	30-Dec-25
0	1	1478794822	30-Dec-25
0	2	1478794823	30-Dec-25
0	214.7704	1478794829	30-Dec-25
0	11	1478794830	30-Dec-25
20.145	0.0625	1478794831	30-Dec-25
0	202.16	1478794834	30-Dec-25
0	50.0054	1478794835	30-Dec-25
0.3	0	1478794837	30-Dec-25
0.4	0	1478794838	30-Dec-25
7	0	1478794841	30-Dec-25
0	0.5	1478794842	30-Dec-25
0	0.4	1478794843	30-Dec-25
0.5	0	1478794844	30-Dec-25
30	0	1478794845	30-Dec-25
0	14.854	1478794847	30-Dec-25
0	201.08	1478794848	30-Dec-25
0	400	1478794850	30-Dec-25
0	0.5	1478794853	30-Dec-25
2	0	1478794854	30-Dec-25
0	0.4	1478794858	30-Dec-25
0	5.3	1478794859	30-Dec-25
0	3	1478794861	30-Dec-25
0	50	1478794862	30-Dec-25
0.3	0	1478794863	30-Dec-25
0	0.5	1478794866	30-Dec-25
0.12	0	1478794868	30-Dec-25
0.02	1.05	1478794871	30-Dec-25
0	8	1478794873	30-Dec-25
0.42	0	1478794875	30-Dec-25
80	0	1478794876	30-Dec-25
0	0.5	1478794879	30-Dec-25
0	50.18	1478794881	30-Dec-25
0	1	1478794884	30-Dec-25
4	0	1478794887	30-Dec-25
0.02	33.5837	1478794888	30-Dec-25
0	4	1478794889	30-Dec-25
0.5	0	1478794894	30-Dec-25
0	303.24	1478794895	30-Dec-25
0.25	0	1478794896	30-Dec-25
0	2	1478794899	30-Dec-25
0.6	0	1478794900	30-Dec-25
5	0	1478794914	30-Dec-25
0.2	0	1478794915	30-Dec-25
0.02	100.25	1478794917	30-Dec-25
0	400	1478794920	30-Dec-25
3	0	1478794922	30-Dec-25
0.3	0	1478794923	30-Dec-25
0	2.9	1478794924	30-Dec-25
50	0	1478794925	30-Dec-25
0	221.188	1478794927	30-Dec-25
0	0.5	1478794929	30-Dec-25
0.5	0	1478794932	30-Dec-25
0	0.2	1478794938	30-Dec-25
0	3	1478794940	30-Dec-25
0	0.3	1478794944	30-Dec-25
0	0.4	1478794947	30-Dec-25
0	100	1478794949	30-Dec-25
6	0	1478794950	30-Dec-25
0	2.6	1478794951	30-Dec-25
0	0.7	1478794956	30-Dec-25
2.52	0.05	1478794958	30-Dec-25
0	101	1478794960	30-Dec-25
0	150	1478794961	30-Dec-25
0	0.5	1478794962	30-Dec-25
0	292.9	1478794964	30-Dec-25
0	1	1478794968	30-Dec-25
0.02	501.25	1478794973	30-Dec-25
0	3	1478794979	30-Dec-25
0.25	0	1478794981	30-Dec-25
0	0.3	1478794987	30-Dec-25
0	5	1478794991	30-Dec-25
0	120	1478794995	30-Dec-25
0.02	300.75	1478794998	30-Dec-25
90	0	1478795000	30-Dec-25
0	0.2	1478795002	30-Dec-25
0	1	1478795004	30-Dec-25
12.145	0.0625	1478795007	30-Dec-25
0	5	1478795010	30-Dec-25
0	4.5	1478795012	30-Dec-25
0.02	90.8966	1478795014	30-Dec-25
1.5	0	1478795019	30-Dec-25
0.4	0	1478795021	30-Dec-25
0	100	1478795024	30-Dec-25
5	0	1478795028	30-Dec-25
10.245	0.0625	1478795031	30-Dec-25
1.07	0.025	1478795032	30-Dec-25
0.25	0	1478795034	30-Dec-25
0	3	1478795035	30-Dec-25
4	0	1478795036	30-Dec-25
0	0.12	1478795037	30-Dec-25
0.5	0	1478795039	30-Dec-25
5.12	0.05	1478795040	30-Dec-25
0	0.5	1478795045	30-Dec-25
0	54.9	1478795049	30-Dec-25
0.5	0	1478795050	30-Dec-25
0	76	1478795054	30-Dec-25
0	0.12	1478795055	30-Dec-25
0	300	1478795057	30-Dec-25
5	0.45	1478795062	30-Dec-25
50	0	1478795065	30-Dec-25
0.48	0	1478795067	30-Dec-25
0	0.5	1478795069	30-Dec-25
0.5	0	1478795071	30-Dec-25
1.6	0	1478795072	30-Dec-25
5.2	0	1478795073	30-Dec-25
0	9	1478795076	30-Dec-25
0	0.6	1478795077	30-Dec-25
0	3.4	1478795080	30-Dec-25
2	0	1478795082	30-Dec-25
0	50.27	1478795083	30-Dec-25
0	0.1	1478795085	30-Dec-25
0	302.7	1478795087	30-Dec-25
200	0	1478795090	30-Dec-25
20	0	1478795092	30-Dec-25
0	1	1478795093	30-Dec-25
0	4.3	1478795094	30-Dec-25
0	0.5	1478795100	30-Dec-25
0	200	1478795108	30-Dec-25
0.02	10.1	1478795110	30-Dec-25
0	9	1478795116	30-Dec-25
0	0.6	1478795117	30-Dec-25
0	301.08	1478795118	30-Dec-25
0	200.72	1478795119	30-Dec-25
0	100	1478795121	30-Dec-25
5.12	0.05	1478795122	30-Dec-25
0	30.108	1478795123	30-Dec-25
0	0.3	1478795125	30-Dec-25
0.6	0	1478795127	30-Dec-25
0	60.216	1478795133	30-Dec-25
0	250	1478795134	30-Dec-25
11.145	0.0625	1478795136	30-Dec-25
0	0.8	1478795137	30-Dec-25
500	0	1478795138	30-Dec-25
0	5	1478795139	30-Dec-25
0.5	0	1478795140	30-Dec-25
0	0.1	1478795141	30-Dec-25
0	21	1478795142	30-Dec-25
0.1	0	1478795148	30-Dec-25
0.3	0	1478795149	30-Dec-25
0.5	0	1478795152	30-Dec-25
100.27	0.125	1478795153	30-Dec-25
0	50	1478795155	30-Dec-25
0	5	1478795158	30-Dec-25
0	200.72	1478795160	30-Dec-25
0	70	1478795161	30-Dec-25
0.5	0	1478795162	30-Dec-25
0	2	1478795164	30-Dec-25
0	40	1478795165	30-Dec-25
0	10	1478795169	30-Dec-25
0.7	0	1478795171	30-Dec-25
3.5	0	1478795175	30-Dec-25
0	0.5	1478795178	30-Dec-25
0	100.36	1478795179	30-Dec-25
25	0	1478795180	30-Dec-25
1	0	1478795184	30-Dec-25
11.145	0.0625	1478795185	30-Dec-25
